,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Pool,GarageQuality,HouseAge,GarageAge,Remodel,TotalBath,WeightTotalBsmtSF,TotalPorchSF,Condition2Renew,PUD,SFoyer,Floor,Finish,Slvl,ExteriorBin,Interest,Qrtr,ATNHPIUS11180Q,SalePriceAd,Rank
0,1.5409627556327752,65.0,19.212182313188084,Pave,1.5409627556327752,Lvl,AllPub,Inside,0.0,CollgCr,Norm,1Fam,7,2.055641538058108,Gable,CompShg,BrkFace,8.059125775508376,1.8203341036428238,1.5409627556327752,PConc,1.8203341036428238,1.5409627556327752,0.7304631471189666,6,11.170326790619496,0.7304631471189666,0.0,7.483295642295591,11.69262258528247,GasA,2.055641538058108,0.7304631471189666,SBrkr,11.69262258528247,11.686189379390555,0.0,13.698887979000148,3,0.7304631471189666,4,2.6025944687727294,5,0.0,0,Attchd,2,2,548,Y,0.0,0.0,0.0,None,None,0.0,2,2008,WD,Normal,35.1909949033107,0.0,1.5409627556327752,2.055641538058108,2.055641538058108,0.7304631471189666,3.5,16.78824955879954,5.7146689026506605,0.0,0.0,0.0,2.0,0.7304631471189666,0,1.0,2.980689655172414,1,7.738624704878374,32.018630094195615,1.2429168056953586
1,1.5409627556327752,80.0,19.71220477890197,Pave,1.5409627556327752,Lvl,AllPub,FR2,0.0,Veenker,Feedr,1Fam,6,2.6025944687727294,Gable,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,CBlock,1.8203341036428238,1.5409627556327752,1.8203341036428238,5,12.062831653433358,0.7304631471189666,0.0,8.897843946804546,12.792276226358874,GasA,2.055641538058108,0.7304631471189666,SBrkr,12.792276226358874,0.0,0.0,12.792276226358874,3,0.7304631471189666,3,2.2596737867230705,5,0.7304631471189666,3,Attchd,2,2,460,Y,9.010205578972315,0.0,0.0,None,None,0.0,5,2007,WD,Normal,34.32924930242705,0.0,1.5409627556327752,4.545285536716194,4.545285536716194,0.7304631471189666,2.5,17.376700802416455,0.0,0.7304631471189666,0.0,0.0,1.0,0.7304631471189666,0,0.5,5.253548387096773,2,7.7244866905951906,31.25964141729442,1.2429168056953586
2,1.5409627556327752,68.0,20.347240908682487,Pave,1.1943176378757767,Lvl,AllPub,Inside,0.0,CollgCr,Norm,1Fam,7,2.055641538058108,Gable,CompShg,BrkFace,7.6465380079030645,1.8203341036428238,1.5409627556327752,PConc,1.8203341036428238,1.5409627556327752,1.1943176378757767,6,10.200342662007953,0.7304631471189666,0.0,9.917059938656934,11.89203905911452,GasA,2.055641538058108,0.7304631471189666,SBrkr,11.89203905911452,11.724598476197201,0.0,13.83208545463177,3,0.7304631471189666,4,2.2596737867230705,5,0.7304631471189666,3,Attchd,2,2,608,Y,0.0,0.0,0.0,None,None,0.0,9,2008,WD,Normal,35.62946618728851,0.0,1.5409627556327752,2.2596737867230705,2.440268378362637,0.7304631471189666,3.5,15.859376142256847,5.0533710494211155,0.0,0.0,0.0,2.0,0.7304631471189666,0,1.0,1.811666666666666,3,7.701778163431342,32.52471053825274,1.2429168056953586
3,1.5409627556327752,60.0,19.691552676807884,Pave,1.1943176378757767,Lvl,AllPub,Corner,0.0,Crawfor,Norm,1Fam,7,2.055641538058108,Gable,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,BrkTil,1.5409627556327752,1.8203341036428238,0.7304631471189666,5,8.274265741119429,0.7304631471189666,0.0,10.468499910096941,11.354094166792635,GasA,1.8203341036428238,0.7304631471189666,SBrkr,12.013683020322897,11.354094166792635,0.0,13.711364159471431,3,0.7304631471189666,4,2.440268378362637,5,0.7304631471189666,4,Detchd,1,3,642,Y,0.0,0.0,0.0,None,None,0.0,2,2006,WD,Abnorml,32.763481734718766,0.0,1.5409627556327752,4.792129643835174,2.6025944687727294,0.7304631471189666,2.0,13.534487972861173,9.080098411791417,0.0,0.0,0.0,2.0,0.7304631471189666,0,0.5,4.491428571428572,1,7.6556101455314085,29.987603320213495,1.2429168056953586
4,1.5409627556327752,84.0,21.32515985291932,Pave,1.1943176378757767,Lvl,AllPub,FR2,0.0,NoRidge,Norm,1Fam,8,2.055641538058108,Gable,CompShg,BrkFace,9.391827134755262,1.8203341036428238,1.5409627556327752,PConc,1.8203341036428238,1.5409627556327752,1.5409627556327752,6,10.971129399749735,0.7304631471189666,0.0,10.221051196470764,12.510587913259403,GasA,2.055641538058108,0.7304631471189666,SBrkr,12.510587913259403,12.271364745626231,0.0,14.480029495615659,4,0.7304631471189666,4,2.750250297485029,5,0.7304631471189666,3,Attchd,2,3,836,Y,8.013883697367245,0.0,0.0,None,None,0.0,12,2008,WD,Normal,36.34635995097101,0.0,1.5409627556327752,2.6025944687727294,2.6025944687727294,0.7304631471189666,3.5,16.815427114800315,6.314734756825906,0.0,0.0,0.0,2.0,0.7304631471189666,0,1.0,0.1551612903225806,4,7.710397967886262,33.16493990182545,1.2429168056953586
5,1.5409627556327752,85.0,21.282282796539835,Pave,1.1943176378757767,Lvl,AllPub,Inside,0.0,Mitchel,Norm,1Fam,5,2.055641538058108,Gable,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,Wood,1.8203341036428238,1.5409627556327752,0.7304631471189666,6,11.267216541031873,0.7304631471189666,0.0,5.80273872401839,11.493820273589396,GasA,2.055641538058108,0.7304631471189666,SBrkr,11.493820273589396,10.589574424774424,0.0,13.015962914755876,1,0.7304631471189666,3,2.055641538058108,5,0.0,0,Attchd,1,2,480,Y,4.969939052451073,0.0,0.0,MnPrv,Shed,11.147538247731708,10,2009,WD,Normal,32.889081394528205,0.0,1.5409627556327752,3.340760310539712,3.5304192649587702,0.7304631471189666,2.5,16.84401039054842,9.391827134755262,0.0,0.0,0.0,1.5,0.7304631471189666,0,1.0,0.11806451612903225,4,7.712323768645545,29.958451625000365,1.3195401486046832
6,1.5409627556327752,75.0,19.907528872852918,Pave,1.5409627556327752,Lvl,AllPub,Inside,0.0,Somerst,Norm,1Fam,8,2.055641538058108,Gable,CompShg,Stone,7.944502934774821,1.8203341036428238,1.5409627556327752,PConc,2.055641538058108,1.5409627556327752,1.5409627556327752,6,13.031092624489567,0.7304631471189666,0.0,9.15574970587587,13.655780507688625,GasA,2.055641538058108,0.7304631471189666,SBrkr,13.670207259396387,0.0,0.0,13.670207259396387,3,0.7304631471189666,4,2.440268378362637,5,0.7304631471189666,4,Attchd,2,2,636,Y,8.64931139996047,0.0,0.0,None,None,0.0,8,2007,WD,Normal,37.69212520463806,0.0,1.5409627556327752,1.1943176378757767,1.5409627556327752,0.7304631471189666,3.0,19.249237657776312,5.59142712460611,0.0,0.0,0.0,1.0,0.7304631471189666,0,1.0,5.022258064516129,3,7.71373509418992,34.40157421079217,1.2429168056953586
7,1.5409627556327752,0.0,20.023861568757013,Pave,1.1943176378757767,Lvl,AllPub,Corner,0.0,NWAmes,PosN,1Fam,7,2.2596737867230705,Gable,CompShg,Stone,8.511219710154148,1.5409627556327752,1.5409627556327752,CBlock,1.8203341036428238,1.5409627556327752,1.1943176378757767,5,11.702248507491014,1.8203341036428238,4.597156711708115,8.274265741119429,12.413831308023239,GasA,2.055641538058108,0.7304631471189666,SBrkr,12.413831308023239,12.077149047696548,0.0,14.320888266014626,3,0.7304631471189666,3,2.440268378362637,5,1.1943176378757767,3,Attchd,2,2,484,Y,8.463563732298573,0.0,0.0,None,Shed,9.391827134755262,11,2009,WD,Normal,34.93048235199793,0.0,1.5409627556327752,4.792129643835174,4.792129643835174,0.7304631471189666,3.5,16.817816595915296,9.905600473990324,0.7304631471189666,0.0,0.0,2.0,0.7304631471189666,0,0.75,0.119,4,7.712323768645545,31.84860033388448,0.9822467037532344
8,0.7304631471189666,51.0,17.98987134386776,Pave,1.5409627556327752,Lvl,AllPub,Inside,0.0,OldTown,Artery,1Fam,7,2.055641538058108,Gable,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,BrkTil,1.5409627556327752,1.5409627556327752,0.7304631471189666,1,0.0,0.7304631471189666,0.0,11.987363555250518,11.987363555250518,GasA,1.8203341036428238,0.7304631471189666,FuseF,12.186750882025454,11.339778687893531,0.0,13.811378405864021,2,1.1943176378757767,3,2.6025944687727294,4,1.1943176378757767,3,Detchd,1,2,468,Y,6.448232316019433,0.0,0.0,None,None,0.0,4,2008,WD,Abnorml,32.323098108158355,0.0,1.3782017963726023,5.62289923231481,6.148460831341732,0.7304631471189666,2.0,11.987363555250518,8.158132683068054,0.7304631471189666,0.0,0.0,1.5,0.7304631471189666,0,0.75,2.2783333333333338,2,7.710012632265674,29.44024195185774,1.2429168056953586
9,1.5409627556327752,50.0,18.712543705168287,Pave,1.5409627556327752,Lvl,AllPub,Corner,0.0,BrkSide,Artery,2fmCon,5,2.2596737867230705,Gable,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,BrkTil,1.5409627556327752,1.5409627556327752,0.7304631471189666,6,11.676515545860786,0.7304631471189666,0.0,7.338607270038526,12.099928771272056,GasA,2.055641538058108,0.7304631471189666,SBrkr,12.335431399519656,0.0,0.0,12.335431399519656,2,1.1943176378757767,3,2.055641538058108,5,1.1943176378757767,3,Attchd,2,1,205,Y,0.0,0.0,0.0,None,None,0.0,1,2008,WD,Normal,31.765210185355475,0.0,1.6872592197086782,5.62289923231481,5.942124359831237,0.7304631471189666,2.0,17.426584084088553,1.8203341036428238,0.0,0.0,0.0,1.5,0.0,0,0.5,3.940322580645162,1,7.738624704878374,28.85249690664597,1.2429168056953586
10,1.5409627556327752,70.0,20.329199132676486,Pave,1.5409627556327752,Lvl,AllPub,Inside,0.0,Sawyer,Norm,1Fam,5,2.055641538058108,Hip,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,CBlock,1.5409627556327752,1.5409627556327752,0.7304631471189666,3,11.849446822580239,0.7304631471189666,0.0,7.247551425168361,12.236142518909933,GasA,2.055641538058108,0.7304631471189666,SBrkr,12.236142518909933,0.0,0.0,12.236142518909933,3,0.7304631471189666,3,2.055641538058108,5,0.0,0,Detchd,1,1,384,Y,0.0,0.0,0.0,None,None,0.0,2,2008,WD,Normal,32.305065504551344,0.0,1.5409627556327752,5.093856518007759,5.093856518007759,0.7304631471189666,2.0,15.322258774285975,0.0,0.0,0.0,0.0,1.0,0.7304631471189666,0,0.75,2.980689655172414,1,7.738624704878374,29.35143432407253,1.3195401486046832
11,1.5409627556327752,85.0,20.5840230706303,Pave,1.1943176378757767,Lvl,AllPub,Inside,0.0,NridgHt,Norm,1Fam,9,2.055641538058108,Hip,CompShg,Stone,8.914178988939392,2.055641538058108,1.5409627556327752,PConc,2.055641538058108,1.5409627556327752,0.7304631471189666,6,12.119733293613173,0.7304631471189666,0.0,7.836797333082112,12.585066747225241,GasA,2.055641538058108,0.7304631471189666,SBrkr,12.602212469658957,12.50304918615027,0.0,14.657505709325996,4,0.7304631471189666,5,3.011340243262834,5,1.1943176378757767,4,BuiltIn,3,3,736,Y,7.440766394665014,0.0,0.0,None,None,0.0,7,2006,New,Partial,38.475437027349365,0.0,1.5409627556327752,0.0,0.7304631471189666,0.7304631471189666,4.0,18.016977039494854,3.9325102940665544,0.0,0.0,0.0,2.0,0.7304631471189666,0,0.5,5.235161290322582,3,7.6448251113192445,35.32923941872854,1.2429168056953586
12,1.5409627556327752,0.0,20.929242989762106,Pave,0.7304631471189666,Lvl,AllPub,Inside,0.0,Sawyer,Norm,1Fam,5,2.2596737867230705,Hip,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,CBlock,1.5409627556327752,1.5409627556327752,0.7304631471189666,5,11.285513379074875,0.7304631471189666,0.0,7.812235750158614,11.867768587390184,GasA,1.5409627556327752,0.7304631471189666,SBrkr,11.867768587390184,0.0,0.0,11.867768587390184,2,0.7304631471189666,3,1.8203341036428238,5,0.0,0,Detchd,1,1,352,Y,7.338607270038526,0.0,0.0,None,None,0.0,9,2008,WD,Normal,32.93045036314161,0.0,1.5409627556327752,5.210789042972047,5.210789042972047,0.7304631471189666,2.0,16.34317928830133,7.824546029563345,0.0,0.0,0.0,1.0,0.7304631471189666,0,0.75,1.811666666666666,3,7.701778163431342,30.023825487292562,1.3195401486046832
13,1.5409627556327752,91.0,20.12683835285793,Pave,1.1943176378757767,Lvl,AllPub,Inside,0.0,CollgCr,Norm,1Fam,7,2.055641538058108,Gable,CompShg,Stone,9.072418929401417,1.8203341036428238,1.5409627556327752,PConc,1.8203341036428238,1.5409627556327752,1.5409627556327752,1,0.0,0.7304631471189666,0.0,13.290777357050557,13.290777357050557,GasA,2.055641538058108,0.7304631471189666,SBrkr,13.290777357050557,0.0,0.0,13.290777357050557,3,0.7304631471189666,4,2.440268378362637,5,0.7304631471189666,4,Attchd,2,3,840,Y,7.620056264664793,0.0,0.0,None,None,0.0,8,2007,New,Partial,37.07207110461726,0.0,1.5409627556327752,0.0,0.7304631471189666,0.7304631471189666,2.0,13.290777357050557,4.6477085871174175,0.0,0.0,0.0,1.0,0.7304631471189666,0,1.0,5.022258064516129,3,7.71373509418992,33.82751725252372,1.2429168056953586
14,1.5409627556327752,0.0,20.226881370386884,Pave,1.1943176378757767,Lvl,AllPub,Corner,0.0,NAmes,Norm,1Fam,6,2.055641538058108,Hip,CompShg,BrkFace,8.232627042257835,1.5409627556327752,1.5409627556327752,CBlock,1.5409627556327752,1.5409627556327752,0.7304631471189666,4,11.27088437740026,0.7304631471189666,0.0,10.371952633774399,12.77141361211901,GasA,1.5409627556327752,0.7304631471189666,SBrkr,12.77141361211901,0.0,0.0,12.77141361211901,2,0.7304631471189666,3,2.055641538058108,5,0.7304631471189666,2,Attchd,2,1,352,Y,0.0,0.0,0.0,GdWo,None,0.0,5,2008,WD,Normal,33.44716093907791,0.0,1.5409627556327752,5.285266416806648,5.285266416806648,0.7304631471189666,2.5,15.960919516558103,9.647632875415075,0.0,0.0,0.0,1.0,0.7304631471189666,0,0.5,1.9783870967741932,2,7.710012632265674,30.481187981609104,1.4345352261929687
15,0.7304631471189666,51.0,17.98987134386776,Pave,1.5409627556327752,Lvl,AllPub,Corner,0.0,BrkSide,Norm,1Fam,7,2.6025944687727294,Gable,CompShg,None,0.0,1.5409627556327752,1.5409627556327752,BrkTil,1.5409627556327752,1.5409627556327752,0.7304631471189666,1,0.0,0.7304631471189666,0.0,11.614566638515486,11.614566638515486,GasA,2.055641538058108,0.7304631471189666,FuseA,11.686189379390555,0.0,0.0,11.686189379390555,2,0.7304631471189666,3,2.055641538058108,5,0.0,0,Detchd,1,2,576,Y,5.285266416806648,0.0,0.0,GdPrv,None,0.0,7,2007,WD,Normal,32.41700211340759,0.0,1.5409627556327752,2.2596737867230705,3.5304192649587702,0.7304631471189666,1.0,11.614566638515486,6.881187323763808,0.0,0.0,0.0,1.5,0.0,0,0.5,5.258387096774193,3,7.71373509418992,29.517777374661268,1.2429168056953586
